region,metro_area,year,employment_rate,employment_rate_15_64,labor_force,labor_force_participation_rate,not_in_labor_force,population_15plus,unemployment_rate,male_labor_force_participation_rate,male_unemployment_rate,male_employment_rate,male_employment_rate_15_64,female_labor_force_participation_rate,female_unemployment_rate,female_employment_rate,female_employment_rate_15_64,gender_employment_rate_gap,gender_labor_force_participation_gap,youth_employed_share,senior_employed_share,core_30_49_employed_share,working_age_employed_share,wage_worker_share,regular_worker_share,temporary_worker_share,daily_worker_share,self_employed_share,short_hours_worker_share,long_hours_worker_share,average_weekly_hours,college_employed_share,quarter_count,is_complete_year
세종,비수도권,2017,61.2,64.775,132.25,62.675,78.75,211.25,2.3,75.15,2.2,73.475,76.475,50.275,2.45,49.05,52.7,24.424999999999997,24.875,13.90357268240579,11.75546691400437,56.58440984139048,93.27844992970324,80.90888883308365,63.172382676953134,14.243761487387854,3.6664107156144574,15.617008143609587,16.348713951191993,17.582884515327564,41.725,60.811924810175185,4,True
울산,비수도권,2017,59.75,63.925,604.75,61.925,371.75,976.5,3.525,75.9,3.825,72.975,76.35,47.4,3.0,45.95,50.475,27.025,28.5,14.525414654049321,11.394454637919427,48.888257838832494,94.68962443246882,80.16014556339672,57.5415757499003,17.048581774789305,5.569988038707115,16.197243408667322,16.492513397075246,20.738991067001127,43.075,41.7285863391319,4,True
인천,수도권,2017,61.625,67.35,1607.5,64.675,877.75,2485.25,4.6499999999999995,76.375,5.3,72.35,77.25,53.25,3.775,51.25,57.3,21.099999999999998,23.125,15.594188648963282,12.441167726030404,47.625917989118804,94.54036113050114,80.87928159897398,51.4529379029194,23.31314041042534,6.1293323178873,16.951169698845252,14.690728566396139,20.45679880185446,43.25,40.309465604638156,4,True
전남,비수도권,2017,62.1,66.75,988.25,64.125,552.75,1541.0,3.15,73.25,3.35,70.825,74.0,55.25,2.95,53.65,58.9,17.174999999999997,18.0,10.011675150505095,27.824346248592146,38.15068994514865,80.84322676081484,60.065532139660625,36.65471213017281,17.584974366115652,5.851698797456956,31.043582597608946,21.293869700199927,12.55640034796442,39.775,31.992755834303264,4,True
전북,비수도권,2017,58.6,64.375,944.5,60.125,626.75,1571.0,2.525,70.775,2.65,68.875,72.875,49.9,2.275,48.75,55.5,20.125,20.875,11.434000532934256,21.87060357552796,42.43986435899556,86.2188860643937,65.42827708835485,42.05611365716557,17.542107911444944,5.828743765953371,27.33534913475097,19.914992928579935,18.116116352538878,41.275000000000006,41.80609819425152,4,True
제주,비수도권,2017,70.925,76.025,381.75,72.3,146.25,527.75,1.95,78.625,2.15,76.925,81.5,66.125,1.725,65.0,70.3,11.925,12.499999999999996,13.63173112404952,18.09799341177972,45.29192858661234,89.18153870433713,68.20122863498567,41.55493850421817,18.895162161076126,7.8853854268371055,26.786142766960495,20.245922929049488,20.049587454038438,41.25,45.55158726324446,4,True
충남,비수도권,2017,62.3,67.9,1173.75,64.1,656.75,1831.0,2.85,76.25,2.8,74.1,78.67500000000001,51.725,2.925,50.275,56.075,23.825000000000003,24.525,13.768500604354227,19.002454099643423,44.983717868813486,88.26414869290907,69.99661681001571,48.497682345085316,15.881730319731258,5.640722489507694,24.046092292602392,17.382812494491652,21.843705175625466,42.85,35.353196048101005,4,True
충북,비수도권,2017,62.575,69.075,880.25,63.974999999999994,495.25,1375.5,2.25,73.35000000000001,2.075,71.82499999999999,76.95,54.675,2.4250000000000003,53.35,60.725,18.474999999999994,18.675000000000004,15.068382221941402,16.771537610685915,43.87191175917784,90.91750739294112,70.1811442345192,48.862100119530254,15.950290579318752,5.368527807276909,23.45757287486826,16.28102653974553,20.45194050084639,42.825,39.634787397805454,4,True
강원,비수도권,2018,60.675,66.725,812.25,62.5,487.25,1300.0,2.9250000000000003,70.625,3.0,68.55,73.875,54.7,2.9,53.15,59.375,15.400000000000002,15.925000000000004,13.50176459596858,22.76622124245294,38.14789474092129,86.53053947344367,67.57574131437977,44.86487950873703,17.46927000163636,5.27303834488687,25.62953029488827,22.475189194406976,20.357749009534466,41.375,39.203592783647096,4,True
경기,수도권,2018,61.95,67.9,7058.25,64.4,3900.5,10958.75,3.8,76.25,3.8499999999999996,73.3,78.525,52.75,3.725,50.8,56.975,22.5,23.5,15.445855662591395,12.13209011283288,48.66723527905582,94.49694382599031,78.32489028033228,55.58785994270147,17.61346416145301,5.127224896256655,18.925578733236613,18.086389402869997,16.715690005162877,41.85,48.0906634500263,4,True
경남,비수도권,2018,61.375,66.9,1800.5,63.3,1044.0,2844.75,3.025,75.525,3.125,73.2,77.55,51.1,2.875,49.625,55.375,23.575000000000003,24.425000000000004,11.779925429570923,18.22416449844299,45.1268272614372,89.67445703695638,67.12156535904393,48.73419273169803,14.305650937029624,4.0817216903162645,26.671899517500773,20.310450592043573,20.430512059178835,42.025,41.59715236559512,4,True
경북,비수도권,2018,61.599999999999994,66.925,1488.0,64.225,828.0,2316.0,4.15,75.575,4.125,72.475,75.75,53.1,4.175,50.85,57.425,21.624999999999996,22.475,11.197606682127656,23.967391246196886,40.051186215776795,84.73783104438903,63.24773683035269,43.95778516267617,14.563116090410468,4.744172609166197,28.199509691083236,20.713768588837283,19.75796017287133,41.975,34.86413687228855,4,True
광주,비수도권,2018,59.4,64.625,778.5,61.725,482.75,1261.0,3.775,71.225,4.075,68.325,72.875,52.775,3.4,51.0,56.475,17.325000000000003,18.450000000000003,15.38691789491055,13.548663909877728,47.564602719113516,92.55930287116175,77.50025209643817,53.00033014992455,19.32553337630841,5.140651580615076,19.860623458450803,19.18504927134679,14.289367226103758,41.25,51.7285744945834,4,True
대구,비수도권,2018,58.2,64.22500000000001,1282.0,60.85,824.5,2106.25,4.35,69.975,4.8,66.625,71.375,52.3,3.8,50.325,57.15,16.299999999999997,17.675,13.023272433781237,15.956803663792844,45.03935272182037,91.80960713667075,72.51134087133948,47.7209476668228,18.55034577867685,6.219820888623002,23.29382415799543,18.786592648144424,16.825240915465695,41.7,48.67953061883509,4,True
대전,비수도권,2018,58.675000000000004,63.875,792.0,61.275,500.75,1292.5,4.275,70.875,4.35,67.775,72.3,52.025,4.075,49.925,55.4,17.85,18.85,15.815793096768264,13.70731582763072,47.544456273227865,93.17914985754399,78.05614386083542,54.89296802036705,17.035243848232586,6.160957091311074,19.43964304275221,18.882912150576477,14.693810070962916,41.25,52.55375040106165,4,True
부산,비수도권,2018,55.675,62.95,1728.5,58.125,1246.75,2975.0,4.15,68.375,4.5,65.325,72.2,48.575,3.675,46.775,53.9,18.550000000000004,19.799999999999997,14.346376471663024,18.161451406968656,43.82335367202778,91.35759477980102,78.59321856319137,53.76122098991257,18.64819616797628,6.199070660310993,18.66044370306229,20.079895886834073,16.548763653608702,41.375,48.288286100627545,4,True
서울,수도권,2018,59.625,66.025,5334.5,62.6,3186.0,8520.5,4.775,71.94999999999999,4.85,68.425,74.45,54.099999999999994,4.65,51.575,58.125,16.849999999999994,17.849999999999998,16.785575980441614,13.917170493280825,47.45306488966543,93.25773018231698,80.21827333675341,52.92998746471035,21.372773094393366,5.915468266735613,17.49845867777524,19.575616530373523,15.70125126943601,41.375,56.98024874530404,4,True
세종,비수도권,2018,61.775,65.5,152.0,63.225,88.25,240.0,2.3,75.325,1.7,74.05,77.6,51.225,3.15,49.625,53.125,24.425000000000004,24.1,14.002795916668152,10.626835659954002,57.67314091241592,94.11551510200682,82.07685940618285,66.39170795706818,13.496338025656122,2.1888134234585555,15.217036920925484,17.678016004703366,15.906901507949252,40.824999999999996,64.35380415435813,4,True
울산,비수도권,2018,59.0,63.6,601.5,61.85,371.25,973.0,4.55,74.875,4.875,71.2,75.475,48.3,4.075,46.325,50.775,24.875,26.575000000000003,13.927825074978132,12.019685221024837,48.235949450570544,94.42454299991735,82.63163950041864,58.64293671778093,18.722450337267805,5.309580001695736,14.103864655095457,18.600489759338693,17.491828893915933,41.75,41.748389712719614,4,True
인천,수도권,2018,62.925,68.625,1644.5,65.7,858.75,2502.75,4.25,76.3,4.275,73.05,77.825,55.375,4.225,53.05,59.3,20.0,20.925,15.893650187849957,13.2699852191262,46.226478981265004,93.76418678765899,80.16869410322118,52.08315107855918,23.08190433977742,4.97169726693455,17.35550117709917,17.53957652199157,17.018838964071023,42.175,41.48868253598647,4,True
전남,비수도권,2018,62.425,67.65,988.5,64.225,551.25,1539.5,2.8,73.45,2.95,71.275,75.05000000000001,55.2,2.525,53.825,59.525,17.450000000000003,18.25,9.959159385915923,28.048655131275243,37.90316546813115,80.99877131853273,61.09148023189363,37.82133532292044,17.421046495381944,5.849098413591236,29.687088721019823,21.686360411927446,12.402788590459426,40.05,34.40389016515273,4,True
전북,비수도권,2018,58.3,63.875,940.0,59.925,628.75,1568.5,2.725,70.725,3.125,68.525,72.75,49.575,2.175,48.474999999999994,54.6,20.050000000000004,21.150000000000002,11.000704401875755,23.232125287619603,41.62377088066819,85.37163097328242,66.1960478311511,42.27760985266206,16.983329955450827,6.990415593051674,26.115090597494806,22.309320673186694,15.467566778326457,40.175,40.28629543712501,4,True
제주,비수도권,2018,68.45,73.675,379.5,69.8,164.0,543.5,1.95,77.075,1.7,75.775,80.0,62.7,2.275,61.25,67.0,14.524999999999999,14.374999999999998,13.367671814983701,18.19065824462318,44.93347110084151,89.19451511967759,66.09366473196368,40.90885239382262,18.1426744011891,7.1776432727040635,27.666310558788126,23.17910607005993,17.98725079841255,39.925,47.95369059210273,4,True
충남,비수도권,2018,63.55,68.975,1216.5,65.55,638.75,1855.25,3.1,76.525,2.975,74.25,78.375,54.325,3.275,52.575,58.55,21.675,22.199999999999996,14.262350277554674,20.348936110684416,43.330749736028494,87.50308234700428,68.85285457217742,50.12321333372317,13.042189912059339,5.71053799773699,24.897801926661447,18.76842676358378,18.36817627757761,41.85,36.34606745745258,4,True
충북,비수도권,2018,63.275,69.14999999999999,898.0,64.875,486.5,1384.75,2.45,75.55,2.2,73.95,78.4,54.2,2.8,52.675,59.225,21.275000000000006,21.35,15.241860948925025,18.809474073720395,41.94362688257121,89.2878159786642,69.85890947288007,50.443960254556366,14.796996923769507,4.645854080268471,23.53919124467969,20.112110184983084,16.09439372339845,41.175,39.30836397058823,4,True
강원,비수도권,2019,62.25,68.35,841.5,64.575,461.75,1302.75,3.5999999999999996,72.35,3.525,69.85,75.225,57.1,3.775,54.949999999999996,61.224999999999994,14.9,15.249999999999998,12.80505032932259,24.55120558873539,37.27289756491069,85.51297040594449,67.62322576257684,45.542337201408834,17.141436087531375,4.969428492821285,25.57218141210673,23.22516731965477,17.063781261657994,40.075,38.67183705584831,4,True
경기,수도권,2019,61.875,67.6,7226.0,64.3,4008.5,11234.5,3.8,75.55,3.925,72.55,77.625,53.225,3.575,51.3,57.275,21.25,22.324999999999996,15.204567448178253,13.541017760067493,47.2851340457438,93.66626205554658,78.52436022283635,55.53988480227044,17.390773712673397,5.597273646740911,18.938165900672963,19.24589063057938,14.336373894351855,40.8,48.78537923980248,4,True
경남,비수도권,2019,61.275,67.025,1817.5,63.65,1036.75,2854.25,3.8,74.9,3.825,72.025,76.525,52.5,3.7,50.55,56.775,21.475,22.400000000000002,11.668841044378947,19.149334085541106,44.39398848161481,89.28366596365868,69.47665944260974,49.853991676991775,15.859762065920226,3.777183255380211,25.00412128530054,21.807111277328055,18.843751228489158,41.1,40.324401073424625,4,True
경북,비수도권,2019,61.7,67.4,1488.5,64.2,830.0,2318.0,3.925,75.5,4.3,72.225,75.8,53.025,3.325,51.25,58.3,20.974999999999998,22.475000000000005,11.362028800942262,25.163864977160173,38.7856307543451,84.44271936118679,63.10097687157956,44.01848184464096,14.307975911309041,4.757265837506717,28.083747365070014,20.295463396584168,17.93307156471807,41.275,36.59447759525056,4,True
광주,비수도권,2019,59.25,64.44999999999999,778.5,61.55,486.25,1264.75,3.7,70.975,3.55,68.475,73.125,52.625,3.95,50.55,55.849999999999994,17.924999999999997,18.35,15.243135939783208,14.76630812928008,46.37454578204743,91.93533475452674,77.68742831085851,54.974617731013524,18.40962208217116,4.337017996997233,19.41315674367263,19.56469143302568,13.71181711534971,40.725,54.03939999600959,4,True
대구,비수도권,2019,57.925,64.2,1266.25,60.175,838.0,2104.25,3.675,70.35,3.85,67.65,72.825,50.575,3.5250000000000004,48.825,55.625,18.825000000000003,19.775,14.06388431522181,17.138331663927147,43.020922813557995,91.32967310407103,72.31650282671202,50.19044225571763,17.142879019731346,5.024320568989896,23.151814693265287,20.268732312674366,13.580361886394682,40.4,50.604063055297374,4,True
대전,비수도권,2019,59.775,65.25,806.0,62.425,485.25,1291.0,4.225,72.64999999999999,4.45,69.4,74.075,52.5,3.875,50.475,56.375,18.924999999999997,20.15,16.283462334120205,15.0461937573479,45.38511361112362,92.62392262111106,79.07369099554104,56.92672339711488,16.670872807040432,5.475219412054685,18.435188294237847,19.582953231988505,13.15890046606403,40.325,50.592896289541564,4,True
부산,비수도권,2019,56.625,64.25,1740.75,58.8,1219.0,2959.75,3.775,67.65,3.75,65.1,72.0,50.625,3.75,48.7,56.675000000000004,16.4,17.025000000000002,14.677605226018683,18.616080300041638,42.59330914407331,90.68179266974937,77.1308114719366,54.69312479131513,16.240724942934396,6.196961737687062,19.97709227749591,20.365131747188645,15.676245055364898,40.825,47.74837791578183,4,True
서울,수도권,2019,59.975,66.325,5319.25,62.75,3158.5,8477.75,4.4,71.9,4.575,68.6,74.52499999999999,54.425,4.15,52.15,58.675,16.449999999999996,17.474999999999998,17.102002961904507,15.126088591119835,46.026357541242504,92.28489459757189,82.03368347490009,55.826688925476354,20.618600589793168,5.598002066662284,16.0783669932318,19.045432614680692,13.232306260924283,40.575,58.30933990373082,4,True
세종,비수도권,2019,62.525,65.875,172.5,64.25,95.75,268.0,2.7,75.475,2.35,73.7,77.1,53.075,3.125,51.45,54.325,22.25,22.400000000000002,12.539423012831318,11.174184666277519,57.77056126671486,93.74041656332554,82.1020658894406,67.49173699715848,12.672897809358389,1.7929224124034966,15.211471464809655,17.540268894795034,13.456192585238968,40.15,67.17727158835345,4,True
울산,비수도권,2019,59.075,63.724999999999994,596.25,61.65,370.5,966.75,4.175,74.25,4.475,70.925,75.525,48.6,3.7,46.825,51.0,24.099999999999998,25.65,12.954826885477294,13.293349256831197,47.402808214353946,93.57402871754795,81.79520581087067,59.30556131658707,18.67950214578623,3.8099158978545598,15.576784300592498,17.19029322944936,15.236862625919814,41.525,43.54623803079841,4,True
인천,수도권,2019,62.525,68.35,1652.75,65.375,875.75,2528.5,4.35,75.225,4.375,71.975,76.75,55.725,4.35,53.3,59.75,18.675000000000004,19.5,15.955501323175898,14.178377812743584,45.385277649282905,93.17375804385813,80.21669324430982,52.50135952543539,23.318998072537358,4.396335646337077,17.363358354447385,18.489700464769168,15.419905595812384,41.25,43.423631343260894,4,True
전남,비수도권,2019,63.4,68.825,999.25,65.075,535.75,1535.25,2.525,74.175,2.65,72.175,76.225,56.2,2.425,54.8,60.65,17.375,17.975,9.879067444426687,28.928788212720548,36.44113804136659,80.670262475062,61.836252071189776,38.84837150472836,18.24017208747908,4.772986537627423,28.789819205635766,21.45482167229391,12.499381111347546,39.825,35.331114101204335,4,True
전북,비수도권,2019,59.35,64.45,953.25,60.975,609.5,1562.75,2.675,70.85,3.05,68.7,72.725,51.525,2.25,50.35,55.775,18.35,19.325000000000003,10.888654246757678,25.42797509121882,39.612231625642146,83.89644018551775,66.12997751085742,43.21869009179615,16.115316432499892,6.876099921820378,26.361608254531596,23.98000520052583,13.524260256011743,39.45,39.5219233783133,4,True
제주,비수도권,2019,68.425,72.45,390.0,69.925,168.0,558.0,2.15,77.025,2.175,75.375,78.92500000000001,62.85,2.05,61.55,65.65,13.825,14.174999999999999,12.718728282358022,20.436027501703677,43.58754056771181,87.75063727573898,64.74175522404173,39.83958059227172,16.908911064780142,7.993263566989858,29.295355882571236,24.448252130437425,16.719409752444186,39.475,47.846489754333405,4,True
충남,비수도권,2019,63.65,69.3,1231.25,65.55,647.0,1878.25,2.875,76.1,2.625,74.1,78.45,54.725,3.225,52.95,59.125,21.150000000000002,21.375,14.457452034729805,21.07799868043591,42.060573640937314,87.27623365454328,68.15842616812135,50.21271016282438,12.159063373477299,5.806504652310727,24.83337873362299,18.87678258324836,17.61289047553214,41.55,36.7293905962217,4,True
충북,비수도권,2019,62.875,68.3,908.0,64.85,492.0,1399.5,3.05,74.675,3.3000000000000003,72.2,76.15,54.95,2.725,53.45,59.85,18.75,19.724999999999994,14.37777134709522,20.421624085602353,41.31148436262981,88.15082273885102,71.06720839994297,51.54727404041473,15.351251983004769,4.226027102123208,22.527881516058514,19.902240181748958,14.480660620824857,40.55,40.85322397772292,4,True
강원,비수도권,2020,60.775,66.975,827.25,63.275,480.0,1307.25,3.9499999999999997,70.95,3.55,68.375,74.1,55.875,4.375,53.45,59.575,14.925000000000002,15.075000000000003,12.183281038868815,26.244672332469612,36.40971881531062,84.63015656444867,68.48658928241858,47.17787272775274,16.591575815992748,4.747853269385623,24.955920141813255,24.50901164373759,13.986233596948097,38.4,39.970928575221556,4,True
경기,수도권,2020,60.3,65.925,7193.0,62.775,4262.75,11455.75,3.9749999999999996,74.3,3.9749999999999996,71.325,76.275,51.35,3.925,49.35,55.175,21.975,22.949999999999996,14.521830682947508,15.010926392854747,46.80079198560319,92.93232527676912,79.24309146445327,57.76581993117563,15.886324207289256,5.590948374667578,18.419214758016842,21.354125956260976,11.992297817898322,39.275000000000006,49.888064686890296,4,True
경남,비수도권,2020,60.6,65.525,1802.0,63.125,1052.25,2854.0,4.0,73.8,4.125,70.775,74.775,52.45,3.8499999999999996,50.425,55.525,20.35,21.35,10.927626115492545,21.826822461426595,42.65712105463038,87.16414894222572,70.164927320773,51.4164981514422,15.553298412795895,3.223957701792805,24.964149479010715,23.80707360303389,16.60920596440327,39.45,38.52293898399481,4,True
경북,비수도권,2020,61.125,66.4,1478.25,63.725,842.25,2320.5,4.05,74.95,4.175,71.825,75.525,52.5,3.85,50.5,56.4,21.325000000000003,22.449999999999996,10.947754571589833,27.558344702681083,37.05991087160856,82.9264539795933,63.007414323224936,45.0308802832377,14.097967285195216,3.8785667547920273,28.2567214484795,22.06144464492331,13.292783314994951,39.1,39.21738340734772,4,True
광주,비수도권,2020,58.65,63.85,777.5,61.0,496.75,1274.5,3.875,69.69999999999999,4.0,66.925,71.69999999999999,52.8,3.7,50.8,56.05,16.124999999999996,16.899999999999995,15.117090793843735,16.18728268046233,44.816243135605355,91.20423960329255,76.38844419039307,54.91740601995176,17.39116452420328,4.079784041787913,20.10008841058764,21.941774253323146,12.307360704918588,39.05,52.87666383467182,4,True
대구,비수도권,2020,56.65,62.975,1232.0,58.925,859.0,2091.0,3.875,69.825,3.825,67.175,72.8,48.725,3.925,46.75,53.3,20.425,21.099999999999998,13.187650779648715,18.566570172640823,42.22159173681499,90.46223748721744,73.17731658534368,52.12698477248679,16.285113947881168,4.785947549884497,22.95708075992379,23.62185683467296,9.814929487990819,37.625,51.963246828331236,4,True
대전,비수도권,2020,60.65,66.175,815.75,63.425,470.5,1286.5,4.375,73.075,4.35,69.875,74.475,54.05,4.35,51.675,57.775,18.2,19.025000000000002,17.334279990904786,16.40166814004083,43.00087629169589,91.640680183681,79.84183212597773,57.45208974729692,17.521686675542114,4.9321231179836325,17.56157370539188,22.881967281982508,11.500238828071051,38.275,50.20726676307913,4,True
부산,비수도권,2020,55.625,62.925,1711.5,58.075,1236.5,2948.25,4.175,67.225,4.35,64.25,70.75,49.625,4.0,47.65,55.325,16.599999999999998,17.599999999999998,13.750705207106222,20.585249201849965,41.14384635290696,89.02063039251345,75.50645872700301,53.28050909768241,16.585642186662522,5.640381172849081,21.137731901883967,23.53283346483043,12.301650696207796,38.475,47.28681496355104,4,True
서울,수도권,2020,59.3,65.95,5292.5,62.15,3223.25,8516.0,4.55,70.775,4.25,67.75,73.9,54.325,4.9,51.65,58.45,16.1,16.45,16.76739243230393,15.945888620407228,45.57035766379583,91.84891243023849,82.24855663909706,58.49777457312443,18.336218397369187,5.414528251368545,15.955189397410194,21.45964986343076,10.9109198826177,38.8,59.725133883166095,4,True
세종,비수도권,2020,62.650000000000006,66.3,184.75,64.45,102.0,286.75,2.725,75.775,2.55,73.85,77.15,53.175,3.0,51.575,55.225,22.275,22.6,12.643372672442439,11.245185256813164,58.158543478310925,93.62008539334121,81.92711367129971,69.55401126912756,10.850472245821082,1.6679789935603888,15.434557672929767,18.770729584683075,11.945743341092179,39.25,70.08080691220226,4,True
울산,비수도권,2020,58.125,62.9,585.25,60.65,379.25,964.5,4.25,74.025,4.05,70.975,76.075,46.775,4.525,44.675,48.6,26.300000000000004,27.25,12.09097268701882,15.172802268633518,46.22949210116656,92.81540426297015,82.37491890227092,60.867428345214876,18.339549405775216,3.1235361779238113,15.661988810276155,20.8522300761911,12.982505182817754,39.25,45.74053083272773,4,True
인천,수도권,2020,61.325,66.9,1634.25,64.225,909.75,2543.75,4.575,74.07499999999999,4.425,70.8,75.55000000000001,54.625,4.725,52.025,58.075,18.775000000000002,19.449999999999996,15.224865651471937,15.991500791440224,44.761496053838876,91.98889046612094,81.20132593338873,54.93603016353271,21.60351976900456,4.693940713978215,16.9231706315517,20.571324423880064,12.023030731545369,39.35,42.40567439114255,4,True
전남,비수도권,2020,63.849999999999994,69.125,997.75,65.4,528.0,1525.5,2.35,74.4,2.3,72.675,76.625,56.5,2.425,55.125,60.8,17.55,17.9,9.604739538264445,30.36525030510654,35.89439486419944,79.59658467585406,61.90642840289578,39.903184154688155,17.815801994716335,4.110754443042039,28.62356219882475,22.3700909987192,11.164564675513052,38.425,35.89542171683275,4,True
전북,비수도권,2020,59.925,64.625,955.75,61.45,599.5,1555.25,2.4749999999999996,70.925,2.575,69.1,72.675,52.3,2.375,51.075,56.175,18.025,18.625,10.080492052245688,27.687304364047332,38.11923152798534,82.20378312602898,64.76810165352605,44.19987370846181,15.148584166527952,5.419643778536292,27.2545678184717,25.670398698511615,12.203214145027655,38.3,39.096851613199995,4,True
제주,비수도권,2020,67.125,70.725,387.75,68.85,175.75,563.25,2.475,74.15,2.5,72.275,75.45,63.575,2.45,62.025,65.65,10.25,10.575000000000001,11.972536186216015,22.023686416477997,42.65966719089572,86.44045932002172,63.54718237756293,42.321194000431504,14.022178289075674,7.2034619956023915,29.311256973492736,25.943636833598354,16.326045056919796,38.35,47.54976386233824,4,True
충남,비수도권,2020,62.4,67.8,1218.5,64.675,666.5,1885.0,3.475,74.85,3.2,72.45,76.375,54.1,3.825,52.0,58.15,20.45,20.75,13.352803724963398,22.613209535712787,41.91328309838767,86.24299728439686,67.53645917352148,49.4880970034835,13.161899883872966,4.886462286165006,25.21204578206488,21.423789393843087,16.335096442797187,40.550000000000004,37.09730301985855,4,True
충북,비수도권,2020,63.199999999999996,69.0,919.0,65.275,489.5,1408.75,3.175,74.425,3.3,72.0,76.375,55.95,3.05,54.25,60.975,17.75,18.474999999999998,13.96380990101457,21.534350038763762,40.17848885905414,87.7344829843292,71.60532085988139,51.58594362394512,16.399044304387914,3.6480491178011247,22.273413192845176,21.48681618791256,13.43123949980179,39.175,40.20614352214098,4,True
강원,비수도권,2021,61.425,67.2,839.75,63.725,477.75,1317.25,3.675,70.175,3.25,67.9,73.375,57.45,4.1,55.15,60.8,12.749999999999996,12.725,11.496352587244978,28.444905487726917,35.74768060618621,82.97610077824473,70.12057126544967,46.388718741580966,17.98096944052501,5.721156567291383,24.188963365923534,28.02534489128931,12.8691780227907,38.025,38.7392906689942,4,True
경기,수도권,2021,61.125,66.9,7421.5,63.45,4273.0,11694.5,3.675,74.5,3.45,71.925,77.05000000000001,52.475,3.975,50.375,56.375,21.549999999999997,22.025,14.833199250874035,15.816960295432896,45.73295844930382,92.26419985633545,80.56501924914966,58.7197839577356,17.16796496869747,4.684122680741914,17.21776963948737,23.389398944082913,10.420915362432114,39.15,50.601431614831164,4,True
경남,비수도권,2021,60.65,65.425,1805.5,63.25,1049.5,2854.5,4.075,73.25,4.125,70.25,73.65,53.2,4.0,51.075,56.5,19.174999999999997,20.049999999999997,11.056837574964558,23.919796968728146,40.2780062157036,85.83467906904525,70.19184819993876,50.68642164431875,16.25692518765716,3.262713988770116,24.647352069456737,26.709115302406346,14.691903094551304,39.25,39.3114875072465,4,True
경북,비수도권,2021,60.974999999999994,65.7,1457.25,63.025,854.5,2311.75,3.225,74.35,3.45,71.75,75.525,51.725,2.875,50.275,54.875,21.475,22.625,10.726159292664219,30.038474581299816,34.99101258259199,81.05626853693533,62.88705179379768,44.84079481883229,13.850117141160183,4.196139833805203,28.54968266993935,23.778998081063932,11.986763249231782,39.1,39.726953109480064,4,True
광주,비수도권,2021,58.175,63.4,772.25,60.325,508.0,1280.25,3.6,69.35,3.425,66.95,72.175,51.725,3.725,49.825,54.625,17.125,17.625,14.136179283852414,16.91297460970525,44.4129133014287,90.57331825165683,76.16304155984136,54.58776964551469,16.844310577995415,4.764789387333211,20.010127351179168,23.12396602494022,12.921339528435672,39.725,51.49668641821739,4,True
대구,비수도권,2021,58.25,65.525,1264.75,60.5,825.25,2090.0,3.7249999999999996,70.875,3.7,68.225,74.325,50.8,3.8000000000000003,48.875,56.824999999999996,19.349999999999998,20.075,14.144601870562617,18.76991584361344,41.266406730268855,90.49289167390998,76.49553015448232,54.67654009197986,16.89271335465696,4.946684871110809,20.606069690869717,24.667237327338913,9.463971981230749,38.175,54.19615392830413,4,True
대전,비수도권,2021,60.9,66.65,811.5,63.0,476.75,1288.5,3.3,72.475,3.125,70.225,74.8,53.75,3.55,51.85,58.4,18.375,18.724999999999998,16.94974685862253,17.28972853934306,42.60466197301755,90.9584334443179,79.39628532165219,57.42298664173602,17.824955520685116,4.116975530623766,18.022689417365683,25.211737621527647,12.22915125048451,38.475,53.91007379916394,4,True
부산,비수도권,2021,56.2,63.85,1715.0,58.15,1234.0,2949.25,3.35,67.5,3.45,65.2,71.82499999999999,49.525,3.3,47.925,56.125,17.275,17.974999999999994,13.484984445885868,21.911529888217107,40.25168467235239,88.10319413615909,74.28244563387656,51.12089161153246,18.16797446453747,4.963265125491237,22.324252039100344,26.1587371625061,11.957502709068182,38.525,48.19663690857056,4,True
서울,수도권,2021,59.25,66.575,5312.25,62.275,3221.0,8533.25,4.825,70.825,4.725,67.45,74.075,54.475,4.95,51.8,59.55,15.650000000000002,16.35,17.872011296368427,15.802764069764539,44.82153655049116,91.86709121700503,82.0917674131755,59.26848311795881,18.133293794008065,4.69981083169018,16.20230644772421,24.539007409064524,10.302237430958236,38.625,60.22162076497774,4,True
세종,비수도권,2021,62.65,66.175,189.25,63.975,106.75,296.0,2.075,75.3,1.825,73.95,76.825,52.675,2.5,51.35,55.25,22.6,22.624999999999996,12.001739581526817,12.241610911823678,56.76306625774711,93.27968926373183,82.21940405451043,71.03561388135856,9.843734311819418,1.614079885356481,15.223095435861392,23.936942261410348,10.916379905741607,38.825,72.52187597932279,4,True
울산,비수도권,2021,57.675,62.875,575.5,59.825,386.25,961.5,3.5500000000000003,71.525,3.375,69.075,74.675,47.6,3.925,45.75,50.0,23.325,23.924999999999997,11.445593187956902,15.90531444760861,45.74516586595398,92.20379652408944,81.74861414936686,62.19481941356007,16.938012671442475,2.6157820643643075,16.178291005777613,24.393285646403967,11.451119072618509,39.225,48.16939069560181,4,True
