region,metro_area,year,quarter,period,employment_rate,employment_rate_15_64,labor_force,labor_force_participation_rate,not_in_labor_force,population_15plus,unemployment_rate,male_labor_force_participation_rate,male_unemployment_rate,male_employment_rate,male_employment_rate_15_64,female_labor_force_participation_rate,female_unemployment_rate,female_employment_rate,female_employment_rate_15_64,gender_employment_rate_gap,gender_labor_force_participation_gap,youth_employed_share,senior_employed_share,core_30_49_employed_share,working_age_employed_share,wage_worker_share,regular_worker_share,temporary_worker_share,daily_worker_share,self_employed_share,short_hours_worker_share,long_hours_worker_share,average_weekly_hours,college_employed_share
경북,비수도권,2021,3,2021.3/4,62.3,66.4,1465.0,63.4,844.0,2309.0,1.8,74.0,2.1,72.4,76.0,52.9,1.2,52.3,55.9,20.10000000000001,21.1,10.562890896455873,31.202223766504517,34.537873523280055,80.05559416261293,62.26546212647672,43.571924947880476,14.384989576094508,4.308547602501737,28.353022932592076,23.07157748436414,12.717164697706739,39.7,38.846421125781795
광주,비수도권,2021,3,2021.3/4,58.7,63.7,773.0,60.3,508.0,1280.0,2.8,69.2,2.7,67.3,72.5,51.9,2.8,50.5,54.9,16.799999999999997,17.300000000000004,13.84820239680426,17.177097203728362,44.207723035952064,90.14647137150466,76.83089214380826,54.19440745672437,17.70972037283622,5.0599201065246335,19.44074567243675,25.832223701731028,12.78295605858855,39.3,50.99866844207723
대구,비수도권,2021,3,2021.3/4,58.9,66.2,1268.0,60.7,822.0,2091.0,2.9,71.0,3.1,68.8,74.7,51.0,2.7,49.6,57.8,19.199999999999996,20.0,14.54102355808286,19.008935824532898,41.10479285134037,90.33306255077173,76.8480909829407,54.02112103980503,17.790414297319252,5.03655564581641,20.308692120227455,26.645004061738426,9.34199837530463,37.5,54.346060113728676
대전,비수도권,2021,3,2021.3/4,61.8,67.5,814.0,63.2,475.0,1289.0,2.1,72.6,2.1,71.1,75.5,54.0,2.0,52.9,59.3,18.199999999999996,18.599999999999994,16.68757841907152,17.8168130489335,42.28356336260979,90.58971141781682,79.4228356336261,56.58720200752823,19.071518193224595,3.638644918444166,18.193224592220826,28.858218318695105,12.045169385194479,37.8,54.20326223337516
부산,비수도권,2021,3,2021.3/4,57.0,64.7,1727.0,58.6,1222.0,2950.0,2.6,68.2,3.0,66.2,72.8,49.7,2.2,48.6,56.7,17.6,18.5,13.733650416171225,22.473246135552913,39.59571938168847,87.75267538644471,73.90011890606421,50.05945303210464,18.72770511296076,5.053507728894173,22.59215219976219,29.845422116527942,11.950059453032106,38.0,47.91914387633769
서울,수도권,2021,3,2021.3/4,59.5,66.9,5290.0,62.0,3241.0,8531.0,4.0,70.3,4.1,67.4,73.9,54.5,3.9,52.4,60.3,15.000000000000007,15.799999999999997,18.081544219026984,15.934607051408312,44.51447705337797,91.74709474098877,82.31238920622414,58.735473704943864,18.790624384479024,4.7862911168012605,15.934607051408312,28.08745322040575,9.98621233011621,38.1,59.8975773094347
세종,비수도권,2021,3,2021.3/4,63.8,67.0,192.0,64.8,104.0,296.0,1.6,76.1,1.1,75.3,77.7,53.5,2.3,52.3,56.0,23.0,22.599999999999994,12.16931216931217,13.227513227513226,55.55555555555556,92.5925925925926,82.53968253968253,71.42857142857143,9.523809523809524,1.5873015873015872,14.814814814814813,29.629629629629626,10.582010582010582,37.9,71.95767195767195
울산,비수도권,2021,3,2021.3/4,58.1,63.2,574.0,59.7,387.0,961.0,2.6,71.1,2.7,69.1,74.7,47.8,2.6,46.6,50.7,22.499999999999993,23.299999999999997,11.469534050179211,16.30824372759857,45.340501792114694,91.93548387096774,81.54121863799283,61.29032258064516,17.921146953405017,2.3297491039426523,16.30824372759857,27.77777777777778,10.75268817204301,38.6,48.38709677419355
인천,수도권,2021,3,2021.3/4,61.8,67.5,1627.0,63.9,921.0,2547.0,3.2,74.4,3.6,71.7,76.4,53.6,2.6,52.2,58.5,19.5,20.800000000000004,14.73015873015873,17.96825396825397,42.92063492063492,90.92063492063492,81.84126984126983,56.952380952380956,19.365079365079367,5.523809523809524,16.6984126984127,25.71428571428571,10.285714285714285,38.6,40.63492063492063
전남,비수도권,2021,3,2021.3/4,65.7,69.9,1016.0,66.7,508.0,1524.0,1.5,75.0,1.8,73.6,76.5,58.4,1.1,57.7,62.5,15.899999999999991,16.6,9.290709290709291,33.06693306693307,33.46653346653346,77.32267732267732,60.83916083916085,38.86113886113886,18.48151848151848,3.4965034965034967,29.770229770229772,24.575424575424577,11.38861138861139,38.8,35.86413586413587
전북,비수도권,2021,3,2021.3/4,62.3,66.5,986.0,63.4,570.0,1556.0,1.7,71.8,1.9,70.5,72.8,55.2,1.4,54.4,59.7,16.1,16.599999999999994,11.134020618556702,30.412371134020617,35.56701030927835,80.20618556701031,65.36082474226804,44.74226804123712,16.288659793814432,4.329896907216495,26.804123711340207,28.76288659793814,12.989690721649486,38.8,40.72164948453608
제주,비수도권,2021,3,2021.3/4,66.8,70.9,390.0,68.6,179.0,568.0,2.6,75.2,2.4,73.4,77.1,62.0,2.9,60.2,64.3,13.200000000000003,13.200000000000003,11.842105263157894,23.157894736842106,41.31578947368421,86.05263157894737,65.26315789473685,45.78947368421053,13.684210526315791,5.7894736842105265,28.157894736842103,32.10526315789474,12.631578947368421,36.4,50.0
충남,비수도권,2021,3,2021.3/4,65.0,69.4,1247.0,65.8,647.0,1893.0,1.3,75.3,1.3,74.4,77.3,56.0,1.3,55.3,60.5,19.10000000000001,19.299999999999997,12.997562956945572,25.10154346060114,40.454914703493095,83.83428107229895,67.99350121852153,51.015434606011375,13.403736799350122,3.5743298131600327,24.20796100731113,24.939073923639317,13.89114541023558,39.6,38.58651502843217
충북,비수도권,2021,3,2021.3/4,64.2,70.3,929.0,65.5,489.0,1417.0,2.0,73.6,2.1,72.1,76.8,57.3,1.9,56.2,63.3,15.899999999999991,16.299999999999997,14.065934065934066,23.846153846153847,38.57142857142858,86.92307692307692,72.52747252747253,51.758241758241766,16.813186813186814,3.9560439560439558,21.64835164835165,27.472527472527474,12.967032967032969,38.9,39.45054945054945
강원,비수도권,2021,4,2021.4/4,62.0,68.2,851.0,64.4,470.0,1321.0,3.7,70.8,3.3,68.5,74.4,58.2,4.1,55.8,61.7,12.700000000000003,12.599999999999994,11.219512195121952,29.024390243902438,35.853658536585364,82.80487804878048,70.0,46.34146341463415,17.926829268292682,5.731707317073171,24.268292682926827,30.853658536585364,12.195121951219512,37.9,38.90243902439025
경기,수도권,2021,4,2021.4/4,62.3,68.1,7553.0,64.1,4234.0,11787.0,2.8,74.8,2.5,72.9,77.9,53.4,3.2,51.7,58.0,21.200000000000003,21.4,15.015669709769725,16.269246491347594,44.92437661806786,91.89262842349095,81.06008993050824,59.13612208747786,17.536449107507835,4.401144570104918,16.787028205477586,26.992778307671344,9.892355906799292,38.8,50.538220466003544
경남,비수도권,2021,4,2021.4/4,60.4,65.3,1790.0,62.7,1065.0,2854.0,3.7,72.8,3.7,70.2,73.7,52.5,3.7,50.6,56.2,19.6,20.299999999999997,10.556844547563806,24.825986078886313,39.03712296983758,85.61484918793504,70.01160092807424,50.81206496519721,16.067285382830626,3.1322505800464038,24.477958236658935,30.162412993039446,12.993039443155451,38.9,39.385150812064964
경북,비수도권,2021,4,2021.4/4,61.8,66.9,1458.0,63.1,852.0,2310.0,2.0,74.4,1.9,72.9,77.1,51.9,2.2,50.7,55.6,22.200000000000003,22.500000000000007,11.064425770308123,30.11204481792717,34.73389355742297,80.95238095238095,63.02521008403361,44.67787114845939,14.07563025210084,4.271708683473389,28.361344537815125,25.700280112044815,11.344537815126051,38.9,39.21568627450981
광주,비수도권,2021,4,2021.4/4,57.8,63.4,764.0,59.7,517.0,1281.0,3.1,68.9,3.0,66.8,72.5,50.9,3.2,49.3,54.4,17.5,18.000000000000007,14.054054054054054,16.89189189189189,44.189189189189186,90.94594594594595,77.16216216216216,55.81081081081081,17.027027027027028,4.45945945945946,19.324324324324323,23.783783783783786,12.702702702702704,39.9,50.810810810810814
대구,비수도권,2021,4,2021.4/4,58.6,66.3,1258.0,60.2,831.0,2089.0,2.6,70.3,2.4,68.6,74.8,50.8,2.9,49.3,57.8,19.299999999999997,19.5,13.959183673469388,18.693877551020407,41.63265306122449,90.44897959183673,76.9795918367347,55.91836734693878,16.408163265306122,4.73469387755102,20.57142857142857,26.612244897959187,9.224489795918366,38.2,54.93877551020409
대전,비수도권,2021,4,2021.4/4,61.7,68.0,817.0,63.4,472.0,1289.0,2.6,73.8,2.6,71.9,76.9,53.3,2.6,51.9,59.0,20.000000000000007,20.5,17.21105527638191,17.21105527638191,42.085427135678394,91.20603015075378,78.39195979899498,57.286432160804026,17.08542713567839,4.0201005025125625,18.84422110552764,27.763819095477388,12.688442211055277,38.5,56.65829145728644
부산,비수도권,2021,4,2021.4/4,56.3,64.0,1708.0,57.9,1240.0,2948.0,2.8,67.1,2.8,65.2,71.6,49.5,2.9,48.1,56.6,17.1,17.599999999999994,13.080168776371309,22.362869198312236,40.4460518384569,87.64315852923448,74.62326702833032,51.17540687160941,18.7462326702833,4.701627486437613,22.12176009644364,29.294755877034355,12.236286919831224,38.9,49.186256781193485
서울,수도권,2021,4,2021.4/4,59.9,67.4,5317.0,62.4,3207.0,8524.0,4.0,71.0,4.3,67.9,74.5,54.6,3.7,52.6,60.8,15.300000000000004,16.4,17.679341434731477,16.072128577028614,44.68835750686006,91.70913367306939,82.02665621324971,59.13367306938455,18.600548804390435,4.31203449627597,16.26813014504116,27.94982359858879,10.172481379851039,38.4,59.780478243825954
세종,비수도권,2021,4,2021.4/4,61.5,65.0,187.0,62.3,113.0,300.0,1.4,73.5,1.5,72.5,75.4,51.2,1.4,50.5,54.2,22.0,22.299999999999997,10.27027027027027,12.972972972972974,56.75675675675676,92.97297297297298,81.62162162162161,70.8108108108108,9.18918918918919,2.1621621621621623,15.675675675675677,30.810810810810814,10.27027027027027,37.7,72.43243243243244
울산,비수도권,2021,4,2021.4/4,58.3,64.1,578.0,60.2,382.0,959.0,3.1,72.0,2.7,70.0,76.3,47.9,3.8,46.1,50.8,23.9,24.1,11.785714285714285,16.071428571428573,45.17857142857143,92.5,81.96428571428571,61.964285714285715,17.67857142857143,2.3214285714285716,16.071428571428573,28.92857142857143,11.071428571428571,38.9,49.28571428571429
인천,수도권,2021,4,2021.4/4,61.6,68.1,1615.0,63.3,935.0,2550.0,2.7,74.1,2.5,72.3,77.9,52.8,3.2,51.1,58.1,21.199999999999996,21.299999999999997,14.904458598726114,17.32484076433121,42.86624203821656,91.78343949044586,82.29299363057325,57.8343949044586,18.980891719745223,5.477707006369427,16.560509554140125,24.522292993630572,9.936305732484078,39.1,41.27388535031847
전남,비수도권,2021,4,2021.4/4,65.4,70.8,1017.0,66.7,507.0,1524.0,2.1,74.6,1.7,73.3,77.2,58.8,2.5,57.4,63.5,15.899999999999999,15.799999999999997,9.437751004016064,32.22891566265061,34.036144578313255,78.5140562248996,60.44176706827309,39.1566265060241,17.16867469879518,4.116465863453815,30.120481927710845,25.702811244979916,11.244979919678714,39.0,36.04417670682731
전북,비수도권,2021,4,2021.4/4,61.4,66.7,976.0,62.7,580.0,1556.0,2.1,72.0,1.9,70.6,73.6,53.8,2.3,52.5,59.4,18.099999999999994,18.200000000000003,11.832460732984293,29.005235602094242,35.916230366492144,81.57068062827226,65.0261780104712,45.44502617801047,15.49738219895288,4.0837696335078535,27.853403141361255,31.413612565445025,11.413612565445026,37.9,41.15183246073298
제주,비수도권,2021,4,2021.4/4,68.3,72.7,400.0,70.1,171.0,570.0,2.6,76.1,1.9,74.6,78.7,64.1,3.4,61.9,66.5,12.699999999999996,12.0,11.825192802056556,23.13624678663239,41.38817480719794,86.37532133676092,65.80976863753213,45.24421593830334,13.110539845758353,7.455012853470437,27.249357326478147,31.619537275064268,13.110539845758353,38.1,49.61439588688946
충남,비수도권,2021,4,2021.4/4,63.7,69.1,1227.0,64.7,670.0,1897.0,1.5,75.3,1.5,74.2,78.3,53.6,1.5,52.8,58.5,21.400000000000006,21.699999999999996,12.82051282051282,24.317617866004962,40.86021505376344,84.863523573201,69.31348221670802,52.44003308519437,12.903225806451612,3.970223325062035,23.82133995037221,27.543424317617866,13.0686517783292,39.1,39.70223325062035
충북,비수도권,2021,4,2021.4/4,64.3,70.7,932.0,65.6,489.0,1420.0,1.9,74.7,2.2,73.0,77.9,56.4,1.6,55.5,62.9,17.5,18.300000000000004,14.22319474835886,24.17943107221007,37.96498905908096,86.87089715536105,71.99124726477024,51.750547045951855,16.08315098468271,4.048140043763676,22.538293216630198,28.88402625820569,12.691466083150985,38.7,39.16849015317287
강원,비수도권,2022,1,2022.1/4,58.0,65.4,802.0,60.9,516.0,1318.0,4.7,65.8,3.9,63.3,70.6,56.1,5.7,52.9,60.1,10.399999999999999,9.699999999999996,11.50326797385621,26.535947712418302,36.993464052287585,84.57516339869281,71.89542483660131,51.24183006535947,16.470588235294116,4.183006535947712,23.52941176470588,25.359477124183005,11.372549019607844,37.6,41.17647058823529
경기,수도권,2022,1,2022.1/4,62.5,69.1,7618.0,64.4,4203.0,11822.0,3.0,75.2,2.5,73.3,78.8,53.8,3.6,51.8,59.0,21.5,21.400000000000006,15.447044501555526,15.582307588259164,45.19139726768565,92.51995130528879,81.46895712160152,60.53023129987827,16.93493845529555,3.9902610577573383,16.691464899229,18.936832138509402,9.698363316650886,39.4,50.48018395779792
경남,비수도권,2022,1,2022.1/4,60.0,65.8,1779.0,62.3,1075.0,2853.0,3.8,72.5,3.8,69.8,74.5,52.1,3.8,50.1,56.3,19.699999999999996,20.4,11.163062536528345,23.9041496201052,39.15838690824079,86.49912331969608,70.13442431326709,52.367036820572764,14.72822910578609,3.0391583869082406,24.83927527761543,25.48217416715371,12.27352425482174,38.5,41.20397428404442
경북,비수도권,2022,1,2022.1/4,60.6,66.6,1454.0,62.7,865.0,2319.0,3.4,74.4,3.1,72.1,76.5,50.9,3.8,49.0,55.5,23.099999999999994,23.500000000000007,11.387900355871885,29.11032028469751,35.37366548042705,81.99288256227759,64.12811387900355,46.33451957295374,13.665480427046264,4.128113879003559,28.540925266903916,24.697508896797153,10.320284697508896,37.8,39.7153024911032
광주,비수도권,2022,1,2022.1/4,57.8,63.5,770.0,60.1,511.0,1280.0,3.8,69.4,3.5,67.0,72.5,51.3,4.3,49.1,54.5,17.9,18.10000000000001,14.594594594594595,16.756756756756758,43.513513513513516,90.81081081081082,76.62162162162161,57.16216216216217,16.08108108108108,3.3783783783783785,19.72972972972973,20.54054054054054,12.432432432432433,39.7,51.08108108108108
대구,비수도권,2022,1,2022.1/4,58.3,66.3,1257.0,60.3,829.0,2085.0,3.3,70.3,2.5,68.6,75.3,50.8,4.3,48.6,57.4,19.999999999999993,19.5,13.74485596707819,18.51851851851852,41.31687242798353,90.78189300411522,77.36625514403292,57.11934156378601,15.637860082304528,4.526748971193416,20.411522633744855,21.563786008230455,9.7119341563786,38.6,54.81481481481482
대전,비수도권,2022,1,2022.1/4,60.8,67.4,810.0,62.9,478.0,1288.0,3.3,73.1,3.2,70.8,76.1,53.0,3.5,51.1,58.7,19.699999999999996,20.099999999999994,17.496807151979567,17.11366538952746,42.27330779054917,91.57088122605363,79.18263090676884,59.897828863346106,15.453384418901662,3.959131545338442,18.26309067688378,21.966794380587483,11.877394636015326,38.5,57.98212005108557
부산,비수도권,2022,1,2022.1/4,55.8,64.2,1703.0,57.8,1244.0,2947.0,3.4,66.9,3.3,64.7,71.7,49.4,3.5,47.7,56.8,17.0,17.500000000000007,12.940461725394897,21.87120291616039,41.06925880923451,88.27460510328068,75.273390036452,52.18712029161604,18.65127582017011,4.434993924665856,21.38517618469016,23.268529769137302,12.029161603888214,39.2,49.453219927095994
서울,수도권,2022,1,2022.1/4,59.5,67.4,5292.0,62.2,3210.0,8503.0,4.4,71.0,4.4,67.8,74.5,54.4,4.4,52.0,60.8,15.799999999999997,16.6,18.00395256916996,15.553359683794465,44.86166007905138,92.03557312252964,81.83794466403162,60.573122529644266,17.549407114624508,3.735177865612648,16.462450592885375,20.0,10.652173913043478,39.1,61.06719367588933
세종,비수도권,2022,1,2022.1/4,61.7,65.9,191.0,63.3,111.0,303.0,2.5,74.8,2.2,73.1,76.5,52.0,3.0,50.4,55.0,22.699999999999996,22.799999999999997,10.695187165775401,12.299465240641712,57.21925133689839,93.58288770053476,82.35294117647058,71.65775401069519,9.090909090909092,2.13903743315508,15.508021390374333,20.32085561497326,10.695187165775401,38.2,72.19251336898395
울산,비수도권,2022,1,2022.1/4,57.4,63.2,572.0,59.7,387.0,959.0,3.8,71.6,3.1,69.3,75.8,47.2,4.9,44.9,49.3,24.4,24.39999999999999,12.159709618874773,16.152450090744104,44.46460980036298,92.19600725952813,84.0290381125227,64.97277676950998,16.696914700544465,2.35934664246824,14.337568058076226,21.415607985480946,9.618874773139746,38.9,49.00181488203267
인천,수도권,2022,1,2022.1/4,61.0,68.0,1624.0,63.5,935.0,2559.0,3.8,74.2,3.6,71.6,77.5,52.9,4.2,50.7,58.3,20.89999999999999,21.300000000000004,15.054452274183216,16.912235746316465,42.92120435618194,92.3126201153107,82.0627802690583,58.680333119795,18.25752722613709,5.1249199231262015,16.46380525304292,18.898142216527866,10.506085842408712,39.7,41.76809737347854
전남,비수도권,2022,1,2022.1/4,64.4,69.8,1011.0,66.3,514.0,1525.0,3.0,74.6,2.4,72.8,76.5,58.0,3.7,55.9,62.2,16.9,16.599999999999994,9.480122324159021,32.31396534148828,33.74108053007136,78.38939857288482,60.44852191641182,40.57084607543323,16.411824668705403,3.567787971457696,31.396534148827726,27.115188583078492,10.9072375127421,37.3,36.799184505606526
전북,비수도권,2022,1,2022.1/4,60.0,65.4,963.0,61.8,594.0,1556.0,2.9,71.0,2.7,69.1,72.1,53.0,3.2,51.2,58.3,17.89999999999999,18.0,11.45610278372591,28.586723768736615,36.402569593147746,81.5845824411135,65.52462526766595,46.14561027837259,15.952890792291221,3.4261241970021414,28.051391862955033,29.229122055674516,9.850107066381156,36.8,42.184154175588866
제주,비수도권,2022,1,2022.1/4,68.7,73.4,403.0,70.4,169.0,572.0,2.5,76.9,2.5,75.0,79.1,64.0,2.5,62.4,67.4,12.600000000000001,12.900000000000006,12.46819338422392,22.646310432569976,41.98473282442748,86.25954198473282,65.39440203562341,44.783715012722645,13.740458015267176,6.870229007633588,27.480916030534353,26.717557251908396,14.249363867684478,37.7,50.63613231552163
충남,비수도권,2022,1,2022.1/4,60.5,67.1,1184.0,62.3,716.0,1900.0,2.9,73.3,2.6,71.4,76.5,50.9,3.4,49.2,56.5,22.200000000000003,22.4,13.73913043478261,22.34782608695652,41.47826086956522,86.52173913043478,70.52173913043478,54.608695652173914,12.0,3.91304347826087,24.08695652173913,22.956521739130434,12.608695652173912,38.8,41.04347826086956
충북,비수도권,2022,1,2022.1/4,63.0,70.1,926.0,65.1,496.0,1423.0,3.2,74.8,3.3,72.4,77.1,55.2,3.2,53.5,62.5,18.900000000000006,19.599999999999994,14.955357142857142,23.214285714285715,38.169642857142854,87.83482142857143,71.42857142857143,53.45982142857143,14.84375,3.125,23.325892857142858,23.883928571428573,12.276785714285714,38.2,40.625
강원,비수도권,2022,2,2022.2/4,63.5,68.6,859.0,65.1,461.0,1321.0,2.5,70.5,2.2,69.0,74.2,59.8,2.8,58.2,62.7,10.799999999999997,10.700000000000003,10.739856801909307,30.906921241050117,34.36754176610978,80.78758949880668,70.52505966587113,47.7326968973747,17.780429594272075,5.011933174224343,23.98568019093079,25.059665871121716,12.17183770883055,38.2,39.856801909307876
경기,수도권,2022,2,2022.2/4,64.8,70.7,7934.0,66.8,3939.0,11872.0,3.0,77.6,2.6,75.6,80.3,56.2,3.5,54.2,60.8,21.39999999999999,21.39999999999999,15.393608729540139,17.26422447388932,43.933489217978696,91.1925175370226,81.60561184723305,60.340348142374644,17.381137957911147,3.897116134060795,16.575733956871915,19.199792153806182,9.859703819173811,39.5,50.467653936087295
경남,비수도권,2022,2,2022.2/4,61.9,67.0,1832.0,64.2,1021.0,2853.0,3.6,74.0,3.2,71.6,76.1,54.4,4.1,52.1,57.1,19.499999999999993,19.6,11.041902604756512,25.821064552661383,37.99546998867498,85.05096262740656,69.30917327293318,51.01925254813137,15.118912797281995,3.1710079275198186,24.971687429218573,21.91392978482446,14.77916194790487,40.4,41.22310305775764
경북,비수도권,2022,2,2022.2/4,64.1,69.2,1525.0,65.5,802.0,2328.0,2.2,75.3,2.2,73.6,77.5,55.8,2.1,54.6,59.9,18.999999999999993,19.5,11.327077747989277,30.96514745308311,34.11528150134048,80.29490616621983,64.14209115281501,44.70509383378016,14.87935656836461,4.624664879356569,27.61394101876676,20.844504021447722,13.404825737265416,40.1,38.8739946380697
광주,비수도권,2022,2,2022.2/4,58.6,63.9,771.0,60.3,508.0,1279.0,2.8,69.6,2.7,67.8,73.1,51.4,3.1,49.8,54.7,18.0,18.199999999999996,14.419225634178906,18.29105473965287,42.18958611481976,89.85313751668892,77.03604806408545,55.67423230974633,17.356475300400533,4.138851802403204,19.359145527369826,20.5607476635514,12.950600801068092,40.4,49.265687583444596
대구,비수도권,2022,2,2022.2/4,59.3,67.0,1272.0,61.3,805.0,2077.0,3.1,71.2,2.6,69.3,75.6,51.9,3.8,50.0,58.5,19.299999999999997,19.300000000000004,12.814274128142742,19.870235198702353,40.794809407948094,89.6999188969992,78.18329278183292,56.36658556366586,16.62611516626115,5.190592051905921,19.870235198702353,20.92457420924574,11.11111111111111,39.5,52.960259529602595
대전,비수도권,2022,2,2022.2/4,61.3,67.3,808.0,62.8,479.0,1288.0,2.4,72.9,1.7,71.6,76.4,52.9,3.3,51.2,58.0,20.39999999999999,20.000000000000007,17.23700887198986,18.250950570342205,41.44486692015209,90.36755386565272,79.59442332065906,60.5830164765526,14.955640050697086,4.055766793409378,17.99746514575412,21.419518377693283,12.801013941698352,39.2,58.30164765525983
부산,비수도권,2022,2,2022.2/4,57.2,65.2,1731.0,58.9,1209.0,2941.0,2.9,68.4,3.0,66.3,73.3,50.2,2.8,48.7,57.2,17.599999999999994,18.200000000000003,13.146936347412256,23.200475907198097,39.67876264128495,87.26948245092207,76.02617489589531,51.516954193932186,19.33372992266508,5.234979179060083,20.82093991671624,23.259964306960143,11.957168352171326,39.4,48.30458060678168
서울,수도권,2022,2,2022.2/4,60.7,68.7,5326.0,62.9,3138.0,8464.0,3.6,71.7,3.7,69.0,76.1,55.0,3.5,53.1,61.8,15.899999999999999,16.700000000000003,17.6860148032723,16.205687573042464,44.31242695753798,91.68289832489288,81.82703544994156,59.91429684456564,17.471756914686402,4.4409816906895205,16.45890144137125,19.906505648617063,11.297234125438255,39.6,60.732372419166346
세종,비수도권,2022,2,2022.2/4,64.8,68.2,204.0,66.3,104.0,308.0,2.3,79.0,2.6,76.9,79.5,53.8,1.7,52.8,56.7,24.10000000000001,25.200000000000003,11.557788944723619,14.07035175879397,54.773869346733676,92.46231155778895,81.4070351758794,69.84924623115577,9.547738693467336,1.507537688442211,16.08040201005025,20.603015075376884,11.557788944723619,38.9,70.35175879396985
울산,비수도권,2022,2,2022.2/4,59.5,64.8,590.0,61.7,367.0,956.0,3.5,73.2,3.3,70.7,76.9,49.6,3.9,47.7,51.4,23.0,23.6,12.126537785588752,18.101933216168717,43.23374340949033,91.03690685413005,84.88576449912127,63.620386643233736,18.45342706502636,2.987697715289982,13.53251318101933,20.56239015817223,9.314586994727591,39.3,48.154657293497365
인천,수도권,2022,2,2022.2/4,62.8,69.5,1674.0,65.1,896.0,2570.0,3.6,75.5,3.5,72.9,78.2,55.0,3.6,53.0,60.5,19.900000000000006,20.5,15.241635687732341,17.967781908302356,42.317224287484514,91.32589838909541,81.78438661710037,57.372986369268894,19.702602230483272,4.708798017348203,16.728624535315987,18.463444857496903,11.462205700123915,39.9,41.69764560099132
전남,비수도권,2022,2,2022.2/4,67.1,71.6,1045.0,68.5,481.0,1526.0,2.0,76.5,2.4,74.7,77.7,60.5,1.6,59.5,64.7,15.200000000000003,16.0,9.47265625,33.88671875,32.51953125,76.85546875,59.9609375,38.76953125,17.1875,4.1015625,31.15234375,21.484375,12.59765625,39.8,36.03515625
전북,비수도권,2022,2,2022.2/4,63.3,67.4,1011.0,64.9,547.0,1557.0,2.5,72.5,2.9,70.4,72.8,57.5,2.0,56.4,61.7,14.000000000000007,15.0,11.156186612576064,30.73022312373225,34.88843813387424,79.5131845841785,65.21298174442191,44.62474645030426,16.835699797160245,3.6511156186612577,26.673427991886413,24.645030425963487,11.460446247464503,38.7,42.08924949290061
제주,비수도권,2022,2,2022.2/4,69.2,73.3,405.0,70.6,169.0,574.0,2.0,76.1,2.3,74.4,78.1,65.1,1.8,64.0,68.3,10.400000000000006,11.0,12.090680100755668,23.67758186397985,41.30982367758186,85.64231738035264,65.23929471032746,45.08816120906801,14.86146095717884,5.289672544080604,27.204030226700255,27.70780856423174,13.602015113350127,38.1,51.385390428211586
충남,비수도권,2022,2,2022.2/4,65.1,69.5,1276.0,66.9,630.0,1906.0,2.8,76.8,2.8,74.6,78.0,56.7,2.6,55.2,60.0,19.39999999999999,20.099999999999994,13.13456889605157,26.349717969379533,38.517324738114425,83.1587429492345,67.28444802578566,50.92667203867849,12.409347300564061,4.0290088638195005,25.94681708299758,22.07896857373086,14.26269137792103,40.3,37.711522965350525
충북,비수도권,2022,2,2022.2/4,65.9,71.7,966.0,67.8,460.0,1425.0,2.7,76.9,2.5,75.0,78.5,58.5,3.0,56.7,64.3,18.299999999999997,18.400000000000006,14.574468085106382,25.53191489361702,36.702127659574465,85.42553191489361,69.8936170212766,50.851063829787236,15.0,4.042553191489362,23.829787234042556,20.74468085106383,14.680851063829786,40.2,40.0
강원,비수도권,2022,3,2022.3/4,64.1,68.8,867.0,65.5,456.0,1324.0,2.2,71.7,2.2,70.2,75.0,59.5,2.3,58.2,62.5,12.0,12.200000000000003,10.966981132075473,31.485849056603776,33.72641509433962,79.95283018867924,69.92924528301887,47.16981132075472,17.806603773584907,4.952830188679245,24.410377358490564,41.509433962264154,10.966981132075473,36.0,40.33018867924528
경기,수도권,2022,3,2022.3/4,64.6,70.4,7891.0,66.3,4014.0,11905.0,2.5,77.1,2.4,75.3,79.8,55.5,2.7,54.0,60.7,21.299999999999997,21.599999999999994,15.011697426566156,17.689108396152847,43.87834676371198,90.86301013776969,81.41408890044191,60.96958669092799,16.33740577073044,4.107096438783468,16.81829997400572,40.74603587210814,7.993241486872887,36.7,51.48167403171302
경남,비수도권,2022,3,2022.3/4,61.2,66.3,1799.0,63.1,1051.0,2850.0,3.0,72.8,2.9,70.7,75.1,53.4,3.2,51.7,56.7,19.0,19.4,10.435779816513762,25.860091743119266,38.47477064220183,84.80504587155964,69.20871559633028,51.26146788990825,15.194954128440367,2.7522935779816518,25.11467889908257,39.50688073394495,10.550458715596331,37.1,42.37385321100918
경북,비수도권,2022,3,2022.3/4,63.8,68.5,1513.0,65.0,815.0,2328.0,1.8,74.6,1.9,73.2,76.6,55.3,1.7,54.3,59.5,18.900000000000006,19.299999999999997,10.834454912516824,31.292059219380885,34.11843876177658,79.60969044414536,63.45895020188426,44.27994616419919,14.8721399730821,4.306864064602961,28.129205921938087,34.45491251682369,11.305518169582772,37.9,38.49259757738896
광주,비수도권,2022,3,2022.3/4,59.0,64.6,773.0,60.4,506.0,1279.0,2.4,69.4,2.3,67.9,73.4,51.9,2.5,50.6,55.8,17.300000000000004,17.500000000000007,13.925729442970821,18.43501326259947,42.83819628647215,90.05305039787798,77.71883289124668,56.63129973474801,17.374005305039788,3.7135278514588856,18.70026525198939,36.87002652519894,10.477453580901857,37.7,49.86737400530504
