region,metro_area,year,quarter,period,employment_rate,employment_rate_15_64,labor_force,labor_force_participation_rate,not_in_labor_force,population_15plus,unemployment_rate,male_labor_force_participation_rate,male_unemployment_rate,male_employment_rate,male_employment_rate_15_64,female_labor_force_participation_rate,female_unemployment_rate,female_employment_rate,female_employment_rate_15_64,gender_employment_rate_gap,gender_labor_force_participation_gap,youth_employed_share,senior_employed_share,core_30_49_employed_share,working_age_employed_share,wage_worker_share,regular_worker_share,temporary_worker_share,daily_worker_share,self_employed_share,short_hours_worker_share,long_hours_worker_share,average_weekly_hours,college_employed_share
광주,비수도권,2020,4,2020.4/4,58.5,63.6,779.0,61.0,498.0,1278.0,4.0,69.8,3.9,67.1,71.8,52.7,4.2,50.4,55.5,16.699999999999996,17.099999999999994,14.43850267379679,16.577540106951872,44.786096256684495,90.77540106951871,75.26737967914438,53.20855614973262,17.379679144385026,4.81283422459893,20.855614973262032,21.92513368983957,12.834224598930483,40.1,51.87165775401069
대구,비수도권,2020,4,2020.4/4,57.8,64.6,1252.0,60.0,834.0,2086.0,3.7,70.5,3.7,68.0,74.0,50.2,3.7,48.3,55.3,19.700000000000003,20.299999999999997,13.349917081260365,18.988391376451077,41.459369817578775,90.46434494195688,74.6268656716418,52.736318407960205,16.666666666666664,5.306799336650083,21.807628524046436,23.0514096185738,9.950248756218906,39.0,52.072968490878935
대전,비수도권,2020,4,2020.4/4,61.3,66.7,814.0,63.4,470.0,1285.0,3.2,72.8,3.4,70.3,74.8,54.3,3.0,52.6,58.6,17.699999999999996,18.5,17.131979695431472,17.00507614213198,42.89340101522843,90.98984771573603,80.32994923857868,56.852791878172596,18.401015228426395,5.203045685279188,17.258883248730964,22.715736040609137,12.30964467005076,38.9,50.63451776649747
부산,비수도권,2020,4,2020.4/4,56.0,63.2,1710.0,58.1,1235.0,2945.0,3.5,67.6,3.6,65.1,71.6,49.3,3.5,47.6,55.1,17.499999999999993,18.299999999999997,13.765918738629473,21.710127349909037,39.9029714978775,88.29593693147362,75.5609460278957,51.60703456640389,18.01091570648878,5.9429957550030315,21.10369921164342,23.165554881746512,12.310491206791996,38.5,46.9981807155852
서울,수도권,2020,4,2020.4/4,59.2,65.9,5288.0,62.0,3244.0,8532.0,4.4,70.7,4.2,67.7,73.9,54.1,4.6,51.5,58.3,16.200000000000003,16.6,16.877720617332805,16.264345073209338,45.05342303126237,91.53146022952117,81.99445983379502,58.74554808072814,17.946181242580135,5.302730510486743,16.224772457459437,21.270280965571825,10.76375148397309,38.9,60.05144440047487
세종,비수도권,2020,4,2020.4/4,62.2,65.8,185.0,63.3,107.0,293.0,1.8,75.2,2.0,73.7,76.5,51.5,1.5,50.7,55.0,23.0,23.700000000000003,12.087912087912088,11.538461538461538,58.24175824175825,93.4065934065934,82.41758241758241,70.32967032967034,10.989010989010989,1.098901098901099,14.835164835164836,15.384615384615385,12.637362637362637,40.3,71.97802197802197
울산,비수도권,2020,4,2020.4/4,58.0,62.9,581.0,60.3,383.0,964.0,3.8,73.7,3.6,71.0,76.4,46.2,4.2,44.3,48.2,26.700000000000003,27.5,11.985688729874775,15.56350626118068,45.61717352415027,92.4865831842576,82.46869409660107,61.35957066189624,18.246869409660107,2.862254025044723,15.742397137745975,18.6046511627907,13.059033989266547,40.2,46.69051878354204
인천,수도권,2020,4,2020.4/4,61.1,66.9,1632.0,64.0,916.0,2548.0,4.7,73.5,4.7,70.0,74.9,54.8,4.6,52.3,58.7,17.700000000000003,18.700000000000003,14.845758354755784,16.516709511568124,44.66580976863753,91.90231362467867,81.23393316195373,54.82005141388174,21.46529562982005,5.012853470437018,17.159383033419022,18.958868894601544,11.632390745501285,39.6,42.159383033419026
전남,비수도권,2020,4,2020.4/4,64.1,69.0,996.0,65.4,527.0,1522.0,2.0,74.1,1.9,72.7,76.0,56.7,2.1,55.5,61.2,17.200000000000003,17.39999999999999,8.923076923076923,31.076923076923073,35.8974358974359,78.87179487179488,60.61538461538461,39.179487179487175,17.53846153846154,3.794871794871795,29.641025641025642,21.94871794871795,11.58974358974359,38.8,36.30769230769231
전북,비수도권,2020,4,2020.4/4,60.9,66.2,970.0,62.4,583.0,1553.0,2.4,71.7,2.0,70.3,73.8,53.5,2.9,52.0,58.2,18.299999999999997,18.200000000000003,10.665258711721224,27.771911298838436,37.90918690601901,82.36536430834214,64.73072861668426,44.350580781415,15.417106652587117,4.963041182682154,27.13833157338965,25.55438225976769,12.038014783526927,38.6,39.915522703273496
제주,비수도권,2020,4,2020.4/4,67.9,71.8,391.0,69.3,174.0,565.0,1.9,74.4,1.7,73.1,76.3,64.2,2.2,62.8,66.9,10.299999999999997,10.200000000000003,11.74934725848564,22.45430809399478,42.55874673629243,86.42297650130548,64.22976501305483,43.34203655352481,13.315926892950392,7.5718015665796345,28.198433420365536,25.06527415143603,17.232375979112273,39.3,48.04177545691906
충남,비수도권,2020,4,2020.4/4,62.7,67.8,1219.0,64.7,667.0,1886.0,3.1,74.5,3.1,72.2,75.6,54.5,3.0,52.8,59.0,19.400000000000006,20.0,12.859560067681894,23.519458544839257,41.28595600676819,85.53299492385787,67.51269035532995,48.984771573604064,14.297800338409475,4.230118443316413,25.211505922165824,20.050761421319795,17.00507614213198,41.1,37.39424703891709
충북,비수도권,2020,4,2020.4/4,62.9,68.9,913.0,64.8,497.0,1411.0,2.9,73.6,3.0,71.4,76.0,55.8,2.8,54.2,61.2,17.200000000000003,17.799999999999997,13.86696730552424,21.758737316798197,40.022547914317926,87.71138669673056,72.37880496054116,52.19842164599775,16.234498308906424,3.9458850056369785,21.758737316798197,20.744081172491544,13.19052987598647,39.5,40.022547914317926
강원,비수도권,2021,1,2021.1/4,56.7,64.1,791.0,60.2,523.0,1314.0,5.9,66.9,4.4,63.9,70.5,53.7,7.6,49.6,57.4,14.299999999999997,13.200000000000003,11.693548387096774,24.865591397849464,38.03763440860215,86.15591397849462,70.96774193548387,50.26881720430107,15.86021505376344,4.838709677419355,24.193548387096776,24.731182795698924,12.5,37.9,40.86021505376344
경기,수도권,2021,1,2021.1/4,59.0,65.0,7187.0,61.9,4417.0,11604.0,4.7,73.2,4.4,70.0,75.4,50.7,5.1,48.1,54.2,21.9,22.5,14.408759124087592,14.715328467153284,47.197080291970806,93.12408759124088,80.26277372262773,59.722627737226276,15.576642335766424,4.963503649635037,17.532846715328468,19.284671532846716,10.978102189781023,39.5,51.10948905109489
경남,비수도권,2021,1,2021.1/4,58.9,64.0,1784.0,62.5,1072.0,2856.0,5.7,72.5,5.2,68.7,72.3,52.4,6.3,49.1,55.0,19.6,20.1,11.17717003567182,22.11652794292509,42.21165279429251,86.92033293697978,70.51129607609988,51.96195005945303,15.219976218787156,3.329369797859691,25.148632580261594,23.90011890606421,15.16052318668252,39.0,39.417360285374556
경북,비수도권,2021,1,2021.1/4,58.5,64.2,1434.0,61.9,883.0,2317.0,5.4,74.2,5.7,70.0,73.8,49.5,4.9,47.1,53.6,22.9,24.700000000000003,10.832719233603537,27.92925571112749,36.18275607958733,82.97715549005159,63.448784082535006,46.79439941046426,12.896094325718495,3.758290346352248,29.255711127487103,26.160648489314664,10.759027266028003,37.6,40.97273397199705
광주,비수도권,2021,1,2021.1/4,57.5,63.1,772.0,60.4,507.0,1280.0,4.8,69.7,4.2,66.8,71.9,51.4,5.5,48.6,54.2,18.199999999999996,18.300000000000004,14.945652173913043,15.896739130434783,44.97282608695652,91.44021739130434,74.72826086956522,54.75543478260869,15.353260869565217,4.619565217391304,21.195652173913043,21.603260869565215,12.635869565217392,39.7,52.58152173913043
대구,비수도권,2021,1,2021.1/4,56.7,63.6,1248.0,59.7,841.0,2089.0,5.1,70.4,5.0,66.8,73.0,49.7,5.2,47.2,54.4,19.599999999999994,20.700000000000003,13.513513513513514,18.58108108108108,41.807432432432435,90.70945945945947,75.50675675675676,54.983108108108105,15.878378378378377,4.64527027027027,21.283783783783782,22.466216216216218,9.037162162162163,38.4,53.71621621621622
